Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
VERA FILES FACT CHECK: Lorenzana’s claim on purchase of two new frigates under Duterte administration needs context,2022-03-01T03:28:00+00:00,https://verafiles.org/articles/vera-files-fact-check-lorenzanas-claim-purchase-two-new-frig,https://verafiles.org/wp-content/uploads/3016/46/thumbnail_fc-frigates_pcoopix-RODRIGUEZ_02212022-14.jpg,The claim of Defense Secretary Delfin Lorenzana that the acquisition of two new frigates for the Armed Forces of the Philippines (AFP) started under the administration of President Rodrigo Duterte lacks context.,NEEDS CONTEXT,"“Ito naman ‘yung ating naumpisahan, nagsimula noong kayo ay Presidente, Mr. President, at saka nakumpleto noong kayo ay ano — noong nakaraan lang … dalawang frigates na in-order natin noong 2017 at nai-deliver noong nakaraang taon.”(This one we started under your presidency, Mr. President, and completed when you were … just recently … two frigates we ordered in 2017 and delivered last year.)Source: RTVMalacanang, Talk to the People, Feb. 21, 2022, watch from 1:22:51 to 1:23:11 (transcript)",,,,,,,,,,,,
VERA FILES FACT CHECK: Clip of Duterte saying addt’l COVID-19 vaccine doses are ‘dangerous’ NEEDS CONTEXT,2022-01-25T20:24:00+00:00,https://verafiles.org/articles/vera-files-fact-check-clip-duterte-saying-addtl-covid-19-vac,https://verafiles.org/wp-content/uploads/6616/43/012422_NEEDS_CONTEXT_Duterte_two_vaccine_doses_WEB_copy.png,Malacañang has noted that “clear evidence” shows the jabs provide added protection against the novel coronavirus.,NEEDS CONTEXT,"“At that point, 21 million of our countrymen were fully vaccinated, and our priority was to increase this number, which is why the provision of booster shots had yet to be approved.The situation today is now vastly different.Last November, upon the recommendation of our health experts, the government approved the use of booster doses for all fully vaccinated individuals as we had ample supplies of vaccines and a substantial percentage of our population was already fully vaccinated.”Source: Office of the Presidential Spokesperson website, On the September 2021 video clip of the President regarding vaccine doses, Jan. 23, 2021",,,,,,,,,,,,
"VERA FILES FACT CHECK: Dr. Willie Ong shares symptoms of colds and Omicron, Delta variants that need context",2022-01-21T14:53:00+00:00,https://verafiles.org/articles/vera-files-fact-check-dr-willie-ong-shares-symptoms-colds-an,https://verafiles.org/wp-content/uploads/7916/42/011321_NEEDS_CONTEXT_Omicron_vs._Delta_symptoms_WEB_copy.jpg,Vice presidential candidate Willie Ong said in a health vlog that the common cold and the Omicron and Delta variants of the coronavirus disease 2019 (COVID-19) can be determined through the symptoms experienced by patients. This needs context.,NEEDS CONTEXT,"“Pag kayo ay may lagnat, malamang Omicron na iyan. Pag kayo ay may chills, nanginginig, Omicron na iyan. Pag kayo ay may sore throat, may headache, malamang sa panahon ngayon Omicron na ‘yan. Pag hirap huminga, talagang Omicron na, malala na iyon.”(If you have a fever, most likely that’s Omicron. If you have chills, shivers, that’s Omicron. If you have a sore throat, a headache, most likely, nowadays that’s Omicron. If it’s hard to breathe, that’s a worse form of Omicron.Source: Doc Willie Ong’s official Facebook page, Sipon, Omi-cron or Del-ta…, Jan. 10, 2022","“Kapag nawala ‘yung pang-amoy mo, di mo malasahan yung pagkain mo, Delta ‘yon. (If you lose your sense of smell and you can’t taste your food, that’s Delta [variant].)”Source: Doc Willie Ong’s official Facebook page, Sipon, Omi-cron or Del-ta…, Jan. 10, 2022",,,,,,,,,,,
VERA FILES FACT CHECK: Infectious diseases expert's claim on 'science' behind face shields needs context,2022-01-14T19:08:00+00:00,https://verafiles.org/articles/vera-files-fact-check-infectious-diseases-experts-claim-scie,https://verafiles.org/wp-content/uploads/7816/42/thumbnail-vffc-salvana.jpg,"The claim of Edsel Maurice Salvana, an infectious diseases doctor, that there is “science” behind the use of face shields as a defense against the coronavirus disease 2019 (COVID-19), lacks context.",NEEDS CONTEXT,"“Troll: There is NO SCIENCE behind the use of face shields!Me: Meron (there is)! [Shows PSMID guidelines and summary of evidence.]Source: Edsel Salvana official Facebook account, New troll tactic!, Jan. 4, 2022 (11:17 a.m.)",,,,,,,,,,,,
VERA FILES FACT CHECK: Former spox Roque’s claim on health care law authorship needs context,2021-12-17T12:06:00+00:00,https://verafiles.org/articles/vera-files-fact-check-former-spox-roques-claim-health-care-l,https://verafiles.org/wp-content/uploads/2023/04/harry-roque_health-care-law.jpg,Roque is only one among over a hundred other lawmakers listed as authors of the measure.,NEEDS CONTEXT,"“Have you been hospitalized and went out without paying a single centavo? That’s because Harry Roque went to work. #ActionMan”Source: Harry Roque official Facebook page, Have you been hospitalized… (Archived), Dec. 8, 2021",,,,,,,,,,,,
VERA FILES FACT CHECK: Villar tagging Skyway Stage 3 under #BuildBuildBuild lacks context,2021-10-22T13:34:00+00:00,https://verafiles.org/articles/vera-files-fact-check-villar-tagging-skyway-stage-3-under-bu,https://verafiles.org/wp-content/uploads/5016/34/vffc-villar-on-skyway-stage-3.jpg,"In his verified Facebook (FB) page, former Public Works and Highways secretary Mark Villar tagged the Skyway Stage 3 project as an accomplishment under the “Build, Build, Build” program, President Rodrigo Duterte’s infrastructure master plan. This needs context.",NEEDS CONTEXT,"“The Skyway Stage 3 project is one of 25 projects under the EDSA Decongestion Program. Soon, every city in Metro Manila will be connected within a 20 to 30 minute timeframe. #BuildBuildBuild”Source: Mark Villar official Facebook page, The Skyway Stage 3 project…, Oct. 14, 2021 (archived)",,,,,,,,,,,,
"VERA FILES FACT CHECK: For the second time, Duterte inaccurately cites COA audit mandate",2021-09-28T10:15:00+00:00,https://verafiles.org/articles/vera-files-fact-check-second-time-duterte-inaccurately-cites,https://verafiles.org/wp-content/uploads/5516/32/duterte-coa.jpeg,"President Duterte once more claimed that the Commission on Audit has a “constitutional mandate” to audit the Philippine Red Cross, an independent, autonomous, non-government organization. This needs context.",NEEDS CONTEXT,"“[K]ung totoo ito (If this is true), you (Gordon) must answer [for] it, because I am really going to insist that COA conduct an audit sa (on) Red Cross. You cannot escape that constitutional mandate.”Source: RTVMalacanang Official Youtube Channel, President Rodrigo Roa Duterte’s Talk to the People 9/20/2021, Sept. 20, 2021, watch from 10:00 to 10:20","“As a matter of fact, the mandate that you give — you have to give me, a yearly report of COA’s wrongdoings or anong ginawa, hindi mo binigay (what was done, you didn’t give it.).”Source: watch from 10:20 to 10:33","“We do not have the jurisdiction to audit the organization, ‘yung (the) Philippine National Red Cross. The only thing we can audit are payments made by PhilHealth to the Red Cross but in that case what we’re auditing, actually, is PhilHealth for making those payments.”Source: House of Representatives Official Facebook Page, COMMITTEE ON APPROPRIATIONS Agenda: FY 2022 Budget briefing (Commission on Audit), Sept. 2, 2021, watch from 51:09 to 52:06",,,,,,,,,,
VERA FILES FACT CHECK: Marcos’ claim that cap stabilized rice prices has NO BASIS,2023-10-17T05:47:41+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-claim-that-cap-stabilized-rice-prices-has-no-basis,https://verafiles.org/wp-content/uploads/2023/10/ENG-VFFC-Marcos-on-price-cap.jpg,"Asked during a briefing if the cap has failed to bring down rice prices given the high inflation rate, PSA Undersecretary Dennis Mapa said, “This is a research question that researchers would study based on the data that we are collecting.”",NO BASIS,"“‘Yan ang tunay na panukal kung talagang tama ang ating ginagawa at nakikita naman natin sa resulta – pag-stabilize ng presyo dahil sa price cap at sa pagtanggal ng price cap at sunod na d’yan ‘yung ating ibang mga stratehiya para tulungan ang ating mga farmer para naman hindi naman nalulugi ang ating mga magsasaka.” (Those [declining rice prices and sufficient rice supply] are the true metrics from which we can see if our decisions are correct and we see the results – the prices of rice have stabilized because of the cap and its lifting. Next are the various strategies to help our farmers so they don’t lose money.) Source: Bongbong Marcos Official YouTube Channel, BBM VLOG #250: Libreng Bigas | Bongbong Marcos, Oct. 7, 2023, watch from 3:43 to 4:01",,,,,,,,,,,,
VERA FILES FACT CHECK: Ninoy Aquino was NOT a CPP co-founder,2023-09-12T10:19:12+00:00,https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-was-not-a-cpp-co-founder,https://verafiles.org/wp-content/uploads/2023/09/091123-NO-BASIS-Ninoy-CPP-co-founder_SHORTIE-FIL-REV1.jpg,A vlogger has resurrected an oft-repeated claim about the late senator Ninoy Aquino being a co-founder of the Communist Party of the Philippines. This claim has no basis.,NO BASIS,"“Noong 1968, December 26, 1968, itinatag naman ni Joma Sison ang founder, siya yung founder ng Communist Party of the Philippines, at ang kasama niya ang co-founder niya ay si Ninoy Aquino.”(On Dec. 26, 1968, Joma Sison established as a founder, he founded the Communist Party of the Philippines, together with his co-founder Ninoy Aquino.)",,,,,,,,,,,,
"VERA FILES FACT CHECK: Former Philstar.com editor not a CPP-NPA-NDF operative, as Badoy claims without evidence",2023-08-30T07:45:29+00:00,https://verafiles.org/articles/vera-files-fact-check-former-philstar-com-editor-not-a-cpp-npa-ndf-operative-as-badoy-claims-without-evidence,https://verafiles.org/wp-content/uploads/2023/08/thumbnail-vffc-badoy_1200x675.jpg,"“I am also no longer an editor at Philstar.com. I resigned in June and my last day was July 24, so there is no basis to connect me to the story – which was a legitimate story, in any case – at all,” said Jonathan De Santos, the incumbent chairperson of the National Union of Journalists of the Philippines.",NO BASIS,"“The other guilty party here is Jonathan de Santos – online editor of Philstar online. He, too, is an urban operative of the CPP NPA NDF. Source: Lorraine Marie T. Badoy official Facebook account, They’re not lawmakers. What they really are are urban operatives of the terrorist CPP NPA NDF (archive), Aug. 26, 2023",,,,,,,,,,,,
VERA FILES FACT CHECK: NO BASIS for claim Japanese submarine chased off Chinese ships in South China Sea,2023-03-31T14:20:06+00:00,https://verafiles.org/articles/vera-files-fact-check-no-basis-for-claim-japanese-submarine-chased-off-chinese-ships-in-south-china-sea,https://verafiles.org/wp-content/uploads/2023/03/032423-NO-BASIS-Japan-sub-chases-Chinese_SHORTIE-FIL-REV3.jpg,A video claims that Chinese ships were chased off by a Japanese submarine in the South China Sea. This has no basis.,NO BASIS,"“Sa kasalukuyan, ang China ay nagtamo ng matinding kahihiyan matapos silang habulin ng isang Japanese submarine. Ang insidente na ito ay naganap sa karagatan ng Timog China… (Now, China is humiliated after a Japanese submarine chased them off. This incident happened in the South China Sea…) ",,,,,,,,,,,,
VERA FILES FACT CHECK: Dela Rosa’s willingness to be hanged over drug-related killings has no basis,2023-02-08T02:05:14+00:00,https://verafiles.org/articles/vera-files-fact-check-dela-rosas-willingness-to-be-hanged-over-drug-related-killings-has-no-basis,https://verafiles.org/wp-content/uploads/2023/02/VFFC-Dela-Rosa-willingness.jpg,"A Philippine court cannot sentence him to hanging because the country already outlawed the death penalty on June 24, 2006 when then-president Gloria Macapagal-Arroyo signed Republic Act 9346. This outlawed capital punishment in the country, which was previously allowed and carried out through lethal injection.",NO BASIS,"“Pwede niyo akong bitayin dito anytime kung na-prove ninyo diyan na ako’y nagkakasala. You can hang me in front of the Filipino people. You can hang me through the decision of our Filipino courts but, my God, not by a foreigner.”(You can hang me here anytime if you prove that I’ve committed a crime. You can hang me in front of the Filipino people. You can hang me through the decision of our Filipino courts but, my God, not by a foreigner.) Source: ABS-CBN News Youtube Channel, Omaga Diaz Report | TeleRadyo (4 February 2023), Feb. 4, 2023, watch from 33:41 to 33:56","“Kung totoo ‘yang findings ni Fortun, eh ‘di ipa-file. May NBI naman tayo nagko-conduct ng investigation. I-file ‘yan. Kaya nga nag-imbestiga siya para makakuha tayo ng ebidensya. Eh ‘di i-file dito sa ating korte, hindi doon sa ICC dahil nga wala silang jurisdiction sa atin.”(If Fortun’s findings are true, then file a case. We have the NBI that conducts investigations. File it. She is investigating so we can get evidence. File it here in [Philippine] courts, not at the ICC because they have no jurisdiction over us.) Source: watch from 32:23 to 32:45",,,,,,,,,,,
VERA FILES FACT CHECK: Claim that CPP founder Joma Sison 'advises' Robredo presidential campaign has no basis,2022-04-25T03:59:06+00:00,https://verafiles.org/articles/vera-files-fact-check-claim-that-cpp-founder-joma-sison-advises-robredo-presidential-campaign-has-no-basis,https://verafiles.org/wp-content/uploads/2022/04/042222-no-basis-journal-news.png,"Communist Party of the Philippines founder Jose Maria “Joma” Sison did not admit to “advising” Vice President Leni Robredo in her presidential bid, contrary to claims circulating on social media.",NO BASIS,"“COMMUNIST Party of the Philippines (CPP) founder Jose Ma. Sison on Monday admitted that the party is a key contributor to the campaign of Leni Robredo and he is acting as adviser to her and her spokesperson Barry Gutierrez.”Source: Journal News Online, Joma admits advising Leni, April 21, 2022","“Absolute lie. Nabaliw na yata yung writer. Desperate much?”Source: Twitter, Barry Gutierrez, April 22, 2022 ",,,,,,,,,,,
VERA FILES FACT CHECK: No record of Liza Marcos as member of New York State Bar Association,2022-04-08T15:15:00+00:00,https://verafiles.org/articles/vera-files-fact-check-no-record-liza-marcos-member-new-york,https://verafiles.org/wp-content/uploads/1916/49/040822-no-basis-liza-marcos.png,"An official bio page of Louise “Liza” Araneta-Marcos, wife of presidential candidate Ferdinand “Bongbong” Marcos Jr., listed her as a member of the New York State Bar Association (NYSBA), a private voluntary membership association for licensed attorneys in the state of New York.",NO BASIS,"“Member: New York State Bar Association”Source: M & Associates official website, Marcos, Louise Araneta (Archived), Accessed April 8, 2022","“At this time, our records show that Louise Araneta-Marcos is not a member of our Association.”Source: New York State Bar Association, email correspondence, April 6, 2022","“A review of our files indicates no record of an individual listed as admitted as an attorney to the New York bar since 1920 with the name of ‘MARIE LOUISE ARANETA-MARCOS’, ‘MARIE LOUISE CACHO ARANETA’, or ‘LOUISE ARANETA MARCOS.’”Source: New York State – Attorney Registration Unit, email correspondence, April 6, 2022",,,,,,,,,,
VERA FILES FACT CHECK: Montemayor’s claim that COVID-19 vaccines expose people to infection is BASELESS,2022-03-25T12:58:00+00:00,https://verafiles.org/articles/vera-files-fact-check-montemayors-claim-covid-19-vaccines-ex,https://verafiles.org/wp-content/uploads/8216/48/thumbnail_j-montemayor-covid-vaccine.jpg,Presidential candidate Jose “Joey” Montemayor’s claim that the COVID-19 vaccine has a “reverse” effect and exposes people to infection has no basis.,NO BASIS,"“…Palaging hina-harass n’yo ang 70 million na Filipino; palagi n’yong hinahanapan niyan [ng vaccination card] when, in fact, ang mismong vaccination will expose you to infection. This is the reverse now, according to the Baltimore study.”(The [government] keeps harassing the 70 million Filipinos, always looking for a [vaccination card] when, in fact, vaccination itself will expose you to infection. This is the reverse now, according to the Baltimore study.)Source: Commission on Elections, Pilipinas Debates 2022: The Turning Point, March 19, 2022, watch from 1:27:53 – 1:28:10",,,,,,,,,,,,
VERA FILES FACT CHECK: No basis for Marcos Jr.’s claim that galunggong is ‘easiest to raise’,2022-03-15T02:50:00+00:00,https://verafiles.org/articles/vera-files-fact-check-no-basis-marcos-jrs-claim-galunggong-e,https://verafiles.org/wp-content/uploads/1316/47/thumbnail_marcos-gg.jpg,"Presidential candidate Ferdinand ""Bongbong"" Marcos claimed that galunggong or round scad, which he stressed was ""for the poor,"" is the fish “easiest to raise.” There is no basis for his claim because research on galunggong aquaculture is still ongoing, and experts have no conclusions on its feasibility.",NO BASIS,"“Ang pinakamadaling alagaan ay galunggong. Hindi ba pang-mahirap nga dapat iyan? (The easiest to raise is galunggong. Isn’t it supposed to be for the poor?) You can get that anywhere, tapos nag-i-import tayo (and [yet] we’re importing)? … That describes the terrible state that we have allowed our agri [sector] to come into.”Source: DZRJ 810 AM – Radyo Bandido, (Presidential aspirant Bongbong Marcos interview), March 8, 2022, watch from 24:57 to 25:37",,,,,,,,,,,,
VERA FILES FACT CHECK: Sandro Marcos DID NOT call Filipinos ‘entitled’ over flight delays,2023-01-10T02:40:41+00:00,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-did-not-call-filipinos-entitled-over-flight-delays,https://verafiles.org/wp-content/uploads/2023/01/010923-SATIRE-Sandro-Marcos-flights_TAG.jpg,A quote card where Rep. Sandro Marcos allegedly said Filipinos who complain over flight delays are “entitled” is spreading online. This is satire.,SATIRE,"WARNING!SMNI strongly disowns this fake quote card circulating in social media. We assure the public that SMNI will only deliver ‘Truth That Matters’. pic.twitter.com/kvW4BrOaKS
— SMNI News (@smninews) January 8, 2023",,,,,,,,,,,,
VERA FILES FACT CHECK: Crying Marcos on being called ‘party animal’ SATIRE,2022-09-18T00:23:06+00:00,https://verafiles.org/articles/vera-files-fact-check-crying-marcos-on-being-called-party-animal-satire,https://verafiles.org/wp-content/uploads/2022/09/091222-SATIRE-Marcos-Toni-talks_TAG.jpg,President Bongbong Marcos drew flak after images showing him getting emotional over being labeled a “party animal” spread online.,SATIRE,"[Gonzaga]: Sinasabi nila, party ka raw nang party. Ano’ng naramdaman mo tuwing tinatawag ka nilang party animal?[Marcos]: Tinatanong ko ang sarili ko… May ginawa ba akong mali? Saan ako nagkamali? May nasaktan ba ako? Alam ko sa sarili ko na wala akong nasaktan. Siguro may na-offend ako, pero hindi naman ‘yun intentional.(Gonzaga: They say you always just party. What do you feel when they call you a party animal?Marcos: I ask myself… Did I do anything wrong? Where did I go wrong? Did I hurt anyone? I know for myself I didn’t hurt anyone. Maybe I offended someone, but it’s not intentional.)","Gonzaga: I remember when you won [on] May 9. The next day, it was posted on your Instagram that you visited your father.Marcos: Yes.Gonzaga: What did you tell him?",,,,,,,,,,,
VERA FILES FACT CHECK: US did NOT declare war on Palestine,2023-10-23T09:35:18+00:00,https://verafiles.org/articles/vera-files-fact-check-us-did-not-declare-war-on-palestine,https://verafiles.org/wp-content/uploads/2023/10/101023-US-war-Palestine_WEB_TAG_2.jpg,"A YouTube video claimed that the United States (U.S.) had declared war on Palestine, following the ongoing armed conflict between Israel and the Palestinian militant group Hamas. This is not true.",FALSE,“ETO ANG DAHILAN NG GYERA SA ISRAEL! PBBM NAPADASAL! PROPESIYA NG TEMPLO! AMERICA NAGDEKLARA NA GYERA (This is the reason for the war in Israel. President Bongbong Marcos prayed. Prophecy of the temple! America declared war).”   ,“Kaya napilitan magdeklara ng giyera ang US para tapusin ang Palestine dahil sa dami ng dinamay na sibilyan sa lugar ng Israel (The U.S. was forced to declare war to end Palestine because of the many civilians affected in Israel).” ,,,,,,,,,,,
VERA FILES FACT CHECK: Hamas has NOT surrendered to Israel,2023-10-22T22:21:43+00:00,https://verafiles.org/articles/vera-files-fact-check-hamas-has-not-surrendered-to-israel,https://verafiles.org/wp-content/uploads/2023/10/101923-FALSE-Hamas-surrenders_ENG.jpg,"It is not true that the militant group Hamas, which rules Gaza, has surrendered to Israel.",FALSE,“Gaza now Belongs to Israel.Hamas Surrendered Desperately.”,,,,,,,,,,,,
VERA FILES FACT CHECK: ICC has NOT summoned Duterte,2023-10-19T09:07:00+00:00,https://verafiles.org/articles/vera-files-fact-check-icc-has-not-summoned-duterte,https://verafiles.org/wp-content/uploads/2023/10/101823-FALSE-ICC-summons-Duterte_WEB_TAG_2.jpg,A YouTube video falsely claimed that the ICC had issued summons to former president Rodrigo Duterte. Not true.,FALSE,“NAKU PO! Grabe nangyare kay Digong Pinatawag nasa ICC Interview Nakuha na! PBBM Umaksyon na VPSARA.”“(Oh no! Something terrible happened to Digong. Summoned by the ICC. Interview was received! PBBM already took action Vice President Sara Duterte-Carpio).”,"“Ang intelligence fund, binili ko, pinapatay ko lahat. Kaya ganun ang Davao. ‘Yung mga kasama ninyo pinatigok ko talaga. ‘Yun ang totoo.”(“Intelligence funds, I bought them and had everyone killed. That’s why Davao is like that. I really had your companions killed. That’s the truth.”)Source: Antonio “Sonny” Trillanes IV Facebook page, “ICC Submission-Duterte’s admission,” Oct. 15, 2023 ",,,,,,,,,,,
"VERA FILES FACT CHECK: NO Marcos order to file charges, expel Escudero from Senate",2023-10-19T08:39:44+00:00,https://verafiles.org/articles/vera-files-fact-check-no-marcos-order-to-file-charges-expel-escudero-from-senate,https://verafiles.org/wp-content/uploads/2023/10/101723-BBM-fired-Escudero_WEB_TAG.jpg,Two YouTube videos claimed that President Bongbong Marcos filed charges against Sen. Chiz Escudero and ordered that the senator be removed from his post. Both are false.,FALSE,“Just Now : Wasak at NAPAHlYA si Sen CHIZ ESCUDERO walang kawala sa Utos ni PresMarcos (sic) Media Natameme (Sen. Chiz Escudero was ruined and humiliated. No escape from the orders of President Marcos. Media was dumbfounded).”,,,,,,,,,,,,
VERA FILES FACT CHECK: NO recent Hamas threat to attack PH,2023-10-18T10:54:26+00:00,https://verafiles.org/articles/vera-files-fact-check-no-recent-hamas-threat-to-attack-ph,https://verafiles.org/wp-content/uploads/2023/10/101723-FALSE-Hamas-attack-PH_WEB_TAG.jpg,"A YouTube video claimed that Hamas will attack the Philippines, amid the Palestinian militant group’s ongoing conflict with Israel. This is false.",FALSE,“NAKAKATAKOT PINAG HAHANDA NA MILITAR! PBBM BINALAAN NG ISRAEL! HAMAS AATAKE SA PINAS! GYERA NATALAGA (Scary. The military has been asked to prepare! PBBM warned by Israel! Hamas will attack the Philippines! This is really war).” ,"“[A]ng magandang balita po ay natigil po natin ‘yan sa pakikipagtulungan natin sa ibang mga bansa (The good news is that we were able to stop it through our cooperation with other countries).”Source: PTV Philippines YouTube channel, “PTV Livestream,” Oct. 16, 2023 ",,,,,,,,,,,
VERA FILES FACT CHECK: PH NOT party to Israel-Hamas war,2023-10-16T07:32:44+00:00,https://verafiles.org/articles/vera-files-fact-check-ph-not-party-to-israel-hamas-war,https://verafiles.org/wp-content/uploads/2023/10/100923-FALSE-Israel-war-PH_WEB_TAG_2.jpg,"A video claims that the Philippines is now involved in the Israel-Hamas conflict, and that Israeli Prime Minister Benjamin Netanyahu ordered the evacuation of Filipinos in Israel. Neither claim is true.",FALSE,"“PBBM GINULAT NG ISRAEL! NAGDEKLARA NA GYERA! WORLD WAR 3! BINOMBA NG 5000 MISSILE! NADAMAY NA PINAS (President Bongbong Marcos was shocked by Israel! Declared war! World War 3! Bombed by 5,000 missiles! The Philippines has been embroiled)!” ","“Base sa balitang kumakalat, pinag-utos na ng Prime Minister Netanyahu lumikas ang mga Pilipino sa giyera (According to some reports, Prime Minister Netanyahu had already ordered for Filipinos to be evacuated from the war).”",,,,,,,,,,,
VERA FILES FACT CHECK: FALSE report on robbery incidents in Quezon City resurfaces,2023-10-16T02:14:04+00:00,https://verafiles.org/articles/vera-files-fact-check-false-report-on-robbery-incidents-in-quezon-city-resurfaces,https://verafiles.org/wp-content/uploads/2023/10/101123-FALSE-QC-robbery-incidents_SHORTIE_TAG-DRAFT.jpg,Netizens circulated a report on armed robberies that supposedly took place in restaurants in Quezon City recently. This is false and has been going around social media platforms since 2018.,FALSE,"“Forwarding from another thread. Be careful eating out! PLS PASS & BE EXTRA CAREFUL GUYS..*(1) Namiya Izakaya*…the small jap Resto at sct tobias, beside Panaderia closed today, last night armed men robbed owner including customers, took total 100 thousand cash + jewellery + cellphones!!!*2. Banawe Starbucks* beside UCC held up last night.. in just 1 minute..*3. Shangrila chinese seafood cuisine at times st.* Near kowloon house held up yesterday afternoon 1:00 pm took almost 250k worth cash, cellphones, bags from customers while eating lunch.. robbers are also eating during that time then get away car altis & fortuner wt no plate numbers parked along west ave.. they are reviewing cctv wt police… Double ingat na talaga (We should really be extra careful).” ",,,,,,,,,,,,
VERA FILES FACT CHECK: More FB pages FALSELY show gameplay videos as legit ‘Israel-Hamas’ footage,2023-10-13T09:39:26+00:00,https://verafiles.org/articles/vera-files-fact-check-more-fb-pages-falsely-show-gameplay-videos-as-legit-israel-hamas-footage,https://verafiles.org/wp-content/uploads/2023/10/101223-FALSE-Israel-Hamas-Arma-3_TAG.jpg,Several Facebook pages misrepresented video game content as real combat footage taken during the Israel-Hamas war.,FALSE,View this post on Instagram            A post shared by VERA Files (@verafilesph),,,,,,,,,,,,
VERA FILES FACT CHECK: Japanese naval commander DID NOT threaten war vs China,2023-10-12T05:20:07+00:00,https://verafiles.org/articles/vera-files-fact-check-japanese-naval-commander-did-not-threaten-war-vs-china,https://verafiles.org/wp-content/uploads/2023/10/100523-FALSE-Japan-commander-warns-China_SHORTIE-FIL-REV1.jpg,Japanese naval commander Noguchi Yuta did not threaten a war against China if the latter did not follow laws of the sea.,FALSE,“HULING BABALA! Japanese Commander NAGBANTA NG DIGMAAN Kung Hindi Susunod Ang CHINA (Final warning! Japanese commander threatened war if China won’t follow)!” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Congress did NOT remove Sara as VP,2023-10-12T05:11:13+00:00,https://verafiles.org/articles/vera-files-fact-check-congress-did-not-remove-sara-as-vp,https://verafiles.org/wp-content/uploads/2023/10/100923-FALSE-Congress-removed-Sara_WEB_TAG_2.jpg,A YouTube video is claiming that Congress had kicked out Vice President Sara Duterte-Carpio from her post. Not true.,FALSE,"“Diosko po! Grabe ang nangyari kay VPSARA tinanggal ng Kongreso, Sen Imee at Pres BBM nagWarning na (Oh my god! Something cruel happened to Vice President Sara Duterte-Carpio. Removed by Congress. Sen. Imee Marcos and President Bongbong Marcos gave a warning)!” ",,,,,,,,,,,,
VERA FILES FACT CHECK: Video game footage FALSELY claimed as scene from Israel-Hamas conflict ,2023-10-11T03:47:32+00:00,https://verafiles.org/articles/vera-files-fact-check-video-game-footage-falsely-claimed-as-scene-from-israel-hamas-conflict,https://verafiles.org/wp-content/uploads/2023/10/101023-FALSE-Israel-Palestine-conflict-clip_SHORTIE_TAG-REV.jpg,Facebook pages posted a clip from a military simulation video game and falsely claimed it was taken in Israel as its clash with Hamas escalates.,FALSE,"“(GYERA SA ISRAEL). Nagpapatuloy ang labanan sa pagitan ng mga pwersa ng Israel at mga mandirigma ng Hamas sa mga lansangan ng katimugang Israel, na ang bilang ng mga namatay ay umabot sa mahigit 600 sa Israel at mahigit 300 sa Gaza base sa report ng Aljazeera Media Network.(WAR IN ISRAEL). Fighting between Israeli forces and Hamas fighters continues in the streets of southern Israel, with the death toll reaching over 600 in Israel and over 300 in Gaza based on a report by Aljazeera Media Network.” ",“A-50 Battle helicopter shot down by FIM-92F Advanced Stinger Missile l St.77 MilSim ARMA3 #shorts.” ,,,,,,,,,,,
VERA FILES FACT CHECK: NO Senate order to close PCSO,2023-10-07T01:08:14+00:00,https://verafiles.org/articles/vera-files-fact-check-no-senate-order-to-close-pcso,https://verafiles.org/wp-content/uploads/2023/10/100423-FALSE-PCSO-closure_WEB_TAG_2.jpg,A YouTube video is claiming that the Senate ordered the closure of the Philippine Charity Sweepstakes Office or PCSO. Not true.,FALSE,“Senado Wasak ang PCSO Raffy Tulfo PUMUTOK sa Galit sa 2-ABUGADO ng PCSO bagong Modus ipapasara na (The Senate destroyed PCSO. Raffy Tulfo explodes in anger at PCSO’s two lawyers. New modus. Will be shut down)!” ,“PCSO SARADO NA UTOS NG SENADO (PCSO now closed. Senate’s orders)!” ,,,,,,,,,,,
