RATING,CONCAT QUOTES
328,FALSE,"The mRNA vaccine is safe, effective, and was given an emergency use authorization (EUA) by the Food and Drug Administration (FDA).         "
329,FALSE,"bastos na bisita. diyoskoday pinky Webb tinulugan ang beauty mo ineng ng resource person mong senador. (sic) (Rude visitor. My God, Pinky Webb, your senator-resource person slept on your beauty.) Source: Sonza, J., Rude visitor, March 1, 2020 Nakatulog siya momentarily, mga a span of five, ten seconds. Ngayon, medyo nakakahiya nga ‘yon. Pero feeling ko, ano ‘yan, may sakit si Drilon. Baka, ano, narcoleptic, ewan ko. Medyo hindi normal ‘yon eh, kasi, immediately before atsaka immediately after nung pagtulog niya, dilat na dilat naman siya. Pero kahit na, nakakahiya pa rin. (He fell asleep momentarily, for a span of five, ten seconds. Now, that’s indeed kind of embarrassing. But I feel like, Drilon is sick. Maybe narcoleptic, I don’t know. What happened is not normal, because immediately before and after he dozed off, his eyes were wide open. Nevertheless, that is still embarrassing.) Source: Thinking Pinoy, FACT CHECK: DID SENATOR DRILON FALL ASLEEP IN A CNN PHILIPPINES INTERVIEW? March 2, 2020        "
330,FALSE,the closure of all online gaming BREAKING NEWS: PAGSASARA NG MOBILE LEGENDS SA PINAS | INAPROBAHAN NA (Closure of Mobile Legends in the Philippines | Approved)!        
331,FALSE,"To all residents of davao, this source was from a reliable friend who lived in jolo, Sulo.. Brod, paki alerto mo diha sa Davao ako mismo nakadungog nanawag ang taga taas na ig agaw sa amoang silingan ang Abreeza, SM sa Lanang San Pedro nga simbahan inyong terminal, palengke sa bangkerohan, Gaisano mall og katong Matina crossing ang bombahan nila karong dommingo. Bay ayaw kahadlok og plastar sa mensahe para daghan maluwas (Brother, please be alert in Davao. I myself heard that a person from above called (to say) that the neighborhood in Abreeza, SM in Lanang, the church and terminal in San Pedro, the market in Bankerohan, Gaisano mall and Matina crossing will be bombed this Sunday. Don’t be afraid to spread the message so that many can be saved). Pls extend this message to all Dabawenyos. Don’t let evil win. magkaisa tayong mga taga Davao (We, Davao people, should unite).         "
332,FALSE,Israel vs Palestine live war #war #worldwar #army #soldier #israel #palestine #gaza #bomb         
333,FALSE,WALANG KINABUKASAN ANG KABATAAN KAY DUTERTE — ELAGO (The youth has no future in Duterte — Elago)         
334,FALSE,"HALA!!! NAG HIGAWAN SA LOOB NG MALACAÑANG Ng makita SI pangulo Bongbong Marcos. 1st time nayare ito sa palasyo napasigaw at napa tili Ang ating mga kapatid na GLBT Ng makita SI pangulo (Wow!!! Screams erupted inside Malacañang when President Bongbong Marcos appeared. This is the first time it happened, our [LGBT] fellows shouted and screamed when they saw the president).         "
335,FALSE,"IRAN, NAG-ALOK NG $80M PATONG SA ULO NI US PRES. DONALD TRUMP KASUNOD NG PAGPATAY SA TOP IRANIAN MILITARY OFFICIAL (Iran offers $80M bounty for head of US Pres. Donald Trump after the killing of top Iranian military official).         "
336,FALSE,"Nagbrownout lang, biglang nanguna si Leni Robredo (After a brownout, Robredo suddenly got more votes). No brownout or blackout, I was there at the command center. Mayroong mga brownout in some of the areas nationwide pero different time ‘yon.        "
337,FALSE,"access or have any impact Rupturing the blood-brain barrier would require breaking through multiple layers of tissue, drilling through bone, and going through blood vessels, which is not possible with a nasal swab,        "
338,FALSE,"KAKAPASOK LANG Finish na! HONTlVEROS walang KAWALA sa UTOS VPSARA PBBM SENADO,DlLAWAN at MEDIA IYAK (Just in. It’s finished! Hontiveros cannot escape the order of [Vice President Sara Duterte and President Bongbong Marcos]. The Senate, yellows and the media cried).         "
339,FALSE,KAKAPASOK LANG! CHINA BINAGO ANG MAPA NG MUNDO! PILIPINAS PAG MAMAYARI NADAW NG CHINA! PBBM NAALARMA! (Just in! China changed the world map. The Philippines is now owned by China! President Bongbong Marcos was alarmed!)         
340,FALSE,"Kung ako lang masusunod, magandang makabalik si Senator Bam sa Senado (If I had my way, it would be good for Senator Bam to return to the Senate).         "
341,FALSE,"Kung may kati2x di mo na kailangan pang kamutin para mawala. Di mo na kailangan pang epa check para mawala. Di mo na kailangan pang ma stress,Dahil ang ang tanging paraan lang ay pahiran ng ZUDAIFU CREAM para mawala, Bilis Tanggal agad ang kati.         "
342,FALSE,Taal Volcano Eruption Philippines Live Update & COVERAGE. *MASSIVE ERUPTION IMMINENT LEVEL 5 * Taal Volcano Eruption Philippines Live Update & COVERAGE.        
343,FALSE,"KAKAPASOK LANG GoodNews! Pres Marcos kamay na Bakal sa Kongreso FPRRD Kumpirmado Speaker Pinalitan (Just in, good news! President [Ferdinand] Marcos’ iron hand in Congress. Former President Rodrigo Duterte confirmed, speaker replaced). FPPRD SA KAMARA! WAWALISIN ANG KONGRESO. BAGONG SPEAKER! (Duterte in the House of Representatives! Will clean up Congress. New speaker!)        "
344,FALSE,KAKAPASOK LANG (JUST IN) PRES MARCOS GOODJOB! DOJ REMULLA PlNABABA SA PWESTO GENERAL BANTAG HUMARAP NA (DOJ REMULLA ORDERED TO STEP DOWN FROM OFFICE GENERAL BANTAG HAS APPEARED).         
345,FALSE,24 ORAS EXPRESS AMERICA AT PILIPINAS BUMANAT NASA WEST PHILIPPINE SEA (AMERICA AND THE PHILIPPINES LAUNCH ATTACKS IN THE WEST PHILIPPINE SEA)! VINES BREAKING NEWS VIRAL.         
346,FALSE,"FBI taken back all the face mask from China tested positivet of Coronavirus Covid 19…These are the same mask that China sent to Africa….God save us oo. [sic],         "
347,FALSE,"BREAKING: COMELEC Second Division TULUYAN ng IBINASURA ang DQ CASE LABAN Kay BBM | CARPIO, TE IYAK! JUST IN: PANALO NA! LIBO-LIBONG ABUGADO PINAGTANGGOL si BBM sa Comelec D1LAWAN LENI TALO PACMAN ISKO PETITION DISMISSED NA. ITO ANG AYAW MAPANOOD NG MGA D1LAWAN       "
348,FAKE,"Wala dapat sisihin sa pagsasara ng ABS-CBN kung hindi mismo sila. Kung hindi sana nila sinaktan ang damdamin ng Presidente eh hindi na sana hahantong pa sa ganito (No one should be blamed for the shutdown of ABS-CBN but the station itself. If they didn’t hurt the President’s feelings, it wouldn’t have reached this point).         "
349,FAKE,"seat belts for motorcycle drivers. news that is not true at all and just a product of an itchy mind. Wag seryosohin, good vibes lang (Don’t take this seriously, this is just good vibes).       "
350,FAKE,"BOOM! RISA PUMANIG SA PITONG BINATA NA NAGVIRAL WALA DAW MALI SA KANILANG GINAWA! PANOORIN (Boom! Risa sided with seven young men who went viral, said they did nothing wrong! Watch). They did nothing wrong because they were just having fun,        "
351,FAKE,BBM is an intelligent leader. I hope he win (sic) in 2022.         
352,FAKE,"LIBRENG PA PUKE para sa mga nais magpagawa ng puki.. 18 pataas, handog lingkod bayan para sa lgbt. first come, first served no advance registration(FREE FEMALE GENITAL CONSTRUCTION for those who want to get female genitals.. 18 years old and above, a public service offering for the LGBT. First come, first served. No advance registration),         "
353,FAKE,P20.00 COINS MO BILHIN NAMIN NG P600.00 ANG ISA (We’ll buy your P20 coins for P600 each) | 100% LEGIT.         
354,FAKE,"We have the sole mandate for the purpose of handling all public procurements in Philippines. Source: Philippines International Development Agency, Homepage, accessed Oct. 22, 2019         "
355,FAKE,"WATCH! Mar Roxas may mensahe sa Publiko Kailangan daw tayo magkaisa para labanan ang Pangulo (Watch! Mar Roxas has a message to the public We need to unite to fight the President),         "
356,FAKE,"Edited din ‘yan (that is also edited),         "
357,FAKE,"Mga bikers, pwede nang mag longride basta huwag sila lalayo (Bikers, can now have long rides as long as they don’t go far).         "
358,FAKE,"an example of a toxic Filipino Seryoso ba kayo na lumabas ‘yun sa bibig ko, na sasabihan ko ‘yung ating pambato or Olympic Gold medalist na si Ma’am Hidilyn nang ganun? Hell no,        "
359,FAKE,"Kapag hindi na bawal lumabas ang mga bata o menor de edad, ipapasyal.ko (sic) rito ang aking mga apo (If children or minors are no longer prohibited from going out, I’ll take my grandchildren for a stroll here). Manila Bay Beach Front. Roxas Boulevard, Manila. Source: Jay Sonza official Facebook account, Kapag hindi na bawal lumabas ang mga bata…, Jan. 31, 2021         "
360,FAKE,"While it is true that I join the rest of the country in celebrating the historic Olympic gold medal win of Hidilyn Diaz, it is absolutely untrue that the fake ‘congratulatory message’ using my picture (and now circulating online) came from me, or anyone from the Quezon City government. Maraming salamat (Thank you very much) Hidilyn Diaz | Mayor Joy Belmonte. malicious individuals engaging in black propaganda and smear campaigns. Nagkaisa ang buong bansa dahil sa karangalang ibinigay niya sa bawat Pilipino, ngunit ginamit ninyo ito para sa masamang pamumulitika. ‘Foul’ po ang tawag diyan. (The whole country united because of the honor she brought to every Filipino, but you used this for bad politicking. That’s foul,      "
361,FAKE,Mga komunista lang ang natutuwa sa community pantry (Only communists are pleased with the community pantries).         
362,FAKE,"Always look for the BLUE BADGE indicating the official FB account of PCSO,         "
363,FAKE,become part of the ocean         
364,FAKE,Wow! Australia Congratulates President Bongbong Marcos and VP Mayor Inday Sara Duterte through the vivid lights at the Operah (sic) house!         
365,FAKE,"Kahapon (Yesterday), Power Mac Center: Officially launched Smartwatch GT20 Ultra imported from the US at a super special price in the Philippines, only PHP 1,099/1 units (PHP 2,199/2 units) on the occasion of opening the 10th branch in Greenbelt Mall. Dahil masikip ang event, nagdulot ng congestion at pagpupumilit, maraming customer ang hindi nakabili at nahimatay pa dahil sa kakulangan ng oxygen (Because the event was overcrowded, causing congestion and struggle, many customers were unable to buy and even passed out due to lack of oxygen).         "
366,FAKE,"Dahil sa pagkatalo ng Ocho Derecho ay nanganganib na magunaw ang buong Mundo, Mababawi lamang natin ang Sumpa kung ibabagsak natin ang rehimen Duterte at iupo natin bilang bagong banal na pangulo si Leni Robredo ang babaeng hindi nagkasala at ang taga tubos ng sanglibutan (Because of Ocho Derecho’s loss, the world is at risk of collapse. We can only reverse the curse if we bring down the Duterte regime and put at the seat the new, holy president Leni Robredo, the woman without sin and the savior of the world).         "
367,FAKE,"Catholic Church: Raping Children is ‘Religious Freedom’ for Pedophile Priests,         "
368,FAKE,Pwede naman pong mag basketball pero dapat may social distance sa bawat player Kahit mga 3 meters away (You can play basketball but there should be social distance between each player of about 3 meters).         
369,FAKE,"JUST IN: PRRD IPAPAKULONG SI RISA HONTIVEROS DAHIL SA NAKAWAN SA PHILHEALTH! (Just in: PRRD is having Risa Hontiveros jailed for corruption in PhilHealth),         "
370,FAKE,HINDI UUBRA SA AMING MGA TAGA TONDO YANG MGA TAGA MINDANAO (Those from Mindanao won’t stand a chance against Tondo [Manila] residents). Huwag po tayo magpalinlang sa mga fake news na lumalabas ngayon sa social media. Ito po ay gawa-gawa lamang (Let’s not be fooled by fake news appearing on social media today. This is made up).        
371,FAKE,two positive novel coronavirus (2019-nCoV) patients. Just In: Marikina Health Office says two test positive for coronavirus.        
372,FAKE,President Duterte declares enhanced community quarantine in entire Luzon.         
373,FAKE,Ayaw kong maging investment ng parents ko (I don’t want to be an investment of my parents). Tama! Mas malaki ang kikitain mo sa amin sa extortion (Right! You’ll earn more with us through extortion).        
374,FAKE,"Maria Rosario Vergeire: Ang presyon ng dugo ay lumampas sa 140/75 dahil sa pagbabara ng mga daluyan ng dugo! Ang aking payo: uminom ng 3 kutsarita ng 4% (Blood pressure exceeded 140/75 due to blockage of blood vessels! My advice: drink 3 teaspoons of 4%)… cleanse and cure blood vessels, restore internal organs and joints’ health and burn excess fats. The DOH clarifies that no such scenario or statement has been made by the department and its officials,       "
375,FAKE,"DSWD emphasizes that it has no affiliation with any other Facebook page/pages and that official information is transmitted only in the official accounts aforementioned, and in regional DSWD Facebook pages,         "
376,FAKE,LOOK: The hashtag #LetSaraLead has topped Philippine Twitter trends as of 11PM on Monday after former BBM supporters called for Pres. Bongbong Marcos Jr. to resign over ‘broken promises.’ ‘Magparty ka na lang’ and #BBMResign are also among the trending topics.         
377,FAKE,favor the PWD Mongoloid Terrorist Group of Rodrigo Duterte.         
378,FAKE,"Breaking! National University Students Walks Out From Sen. Hontiveros Speech. guest speaker on human rights Marcos Martial Law: Never Again. Sen. Hontiveros was not present and did not deliver any speech in National University last Thursday morning. Furthermore, pictures that were posted related to this article were taken more than 4 years ago and were not in any way connected to any protest on any issue.      "
379,FAKE,"Lesson yan sa inyo na kung boboto kayo sa susunod ang inyong iboboto yung hindi minumura ang God at hindi SINUNGALING, hindi RAPIST, hindi MASS KILLER, hindi MAGNANAKAW. New year na new year ang dami nang fake news. Please be careful and vigilant on social media. Tandaan natin kung gaano kadali gumawa ng pekeng balita o mag-imbento ng quote (It’s the New Year and there’s already a lot of fake news. Let’s remember how easy it is to make fake news or invent quotes),        "
380,FAKE,"Hindi tulong financial ang kailangan ng taong bayan para labanan ang Covid 19, kundi ang pagtanggal ng mga pulis at militar sa ating mga lansangan (It’s not financial assistance that the public needs to fight COVID-19, but getting rid of the police and military from our streets). who refuse to follow government policies.        "
381,FAKE,findings from a University of California study Doctors encourage covid-19 vaccine injections in penis        
382,FAKE,"Huwag po nating maliitin ang Sinovac. Bagamat 50.4% lang ang efficacy nito, mas mainam na ito kesa wala. Hindi lamang talaga pwede sa mga health workers ang mababang efficacy rate. Pwede na ito sa mga mahihirap nating mga kababayan kaysa masayang.         "
383,FAKE,SPECIAL REPORT: Carlos Dominguez’s Latest Investment Has Experts in Awe And Big Banks Terrified.         
384,FAKE,SHOCKING! President Duterte Pumalagsa Gusto ni Leni na Gawing Legal ang Druga sa Bansa (Shocking! President Duterte rejects Leni’s proposal to legalize drugs in the country).         
385,FAKE,"Pwedeng pagkakitaan ng ating mga kababayan pede nilang kalkalin bakal tanso, plastic, etc…pede ibenta sa junkshop. Hindi dapat ibinalik ang basura sa Canada(It could have been a source of income for our fellow Filipinos. They could have looked for steel, bronze, plastic, etc. and sold them to a junk shop. The waste should have not been returned to Canada).         "
386,FAKE,at no cost to the government.         
387,FAKE,DATING PANGULONG JOSEPH ESTRADA PUMANAW NA SA EDAD NA 83 (Former president Joseph Estrada passed away at the age of 83).         
388,FAKE,"SSS SCHOLARSHIP PROGRAM 2024. FULL SCHOLARSHIP PROGRAM WITH ALLOWANCE: COLLEGE – P10,000, SENIOR HIGHSCHOOL – P8,000, JUNIOR HIGHSCHOOL – P6,000, ELEMENTARY – P4,000. Deadline of Application: January 20, 2024. APPLY NOW!         "
389,FAKE,"Ngayon kasi, parang nangingibabaw ulit iyong public order and safety na dapat sana supportive lang siya sa health concern. So, sana hindi masyadong grabe ‘yung focus sa military, sa kapulisan, kasi ito, health concern ito (Now, it looks like public order and safety are given precedence when they should just be supportive to the health concern. [I] hope there won’t be too much focus on the military, the police, because this is a health concern). Ngayon kase, kapag ikaw ay uubo ngayon sa public place, dapat ay pahigop ang pag ubo para maiwasan natin ang pagkalat ng virus. Pag nag home qurantine kayo ng 14 days, tapos dalawa kayo, bali, 28 days kayo dapat na magquarantine (If you have to cough in a public place, you have suck in your cough so we can prevent the spread of the virus. If you go on home quarantine for 14 days, but there’s two of you, you should undergo quarantine for 28 days).        "
390,FAKE,"LIVE LEAK: Isang Bakasyunistang Naghamon Sa Ama Ni … Natagpuang Patay (Live Leak: Tourist who accosted … dad found dead),         "
391,FAKE,"Belo Time Capsule is a treatment, NOT a product.         "
392,FAKE,Hindi masama ang kidnapping kung hindi sinaktan ang biktima (Kidnapping is not bad if the victim was not hurt).         
393,FAKE,ALAMIN! Bagong Programa Ng DSWD 3K Per Month Ipamimigay Bukod Pa Sa 4PS PAANO MAGPALISTA? CLICK NIYO LANG ITONG LINK AT MAGPA REGISTER (FIND OUT! DSWD’s New Program 3K Per Month Will Be Given Apart From 4PS HOW TO REGISTER? JUST CLICK THIS LINK AND REGISTER).         
394,FAKE,"HOUSE TO HOUSE PAYOUT PARA SA 10K NA AYUDA (for P10,000 cash assistance), ONGOING NA (now)! SAP 3RD TRANCHE FULL MASTERLIST AND UPDATE AS OF JULY 28, 2021.        "
395,FAKE,"Ang DSWD walang scholarship program. Meron lang kaming educational assistance na tinatawag (The DSWD does not have a scholarship program. We only provide educational assistance), Wala rin po kaming ipinamimigay na libreng cellphone at laptop (We are also not giving away free cell phones and laptops),        "
396,FAKE,"OFFICIAL APOLOGY – to all Filipinos. The release promotion of Marshall’s audio products, which includes the Minor wireless earbuds, at an incredible price of PHP 1,999 (original price: PHP 9,995) yesterday attracted an overwhelming response, with more than 1,000 customers flocking to Marshall Philippines – SM Megamall. This unexpected surge in demand led to an overload situation, causing many customers to endure long lines for up to 5 hours, but still unable to purchase their desired products. We deeply regret the inconvenience this has caused. Any other pages claiming to be us are unauthorized and may potentially engage in fraudulent activities. We will take the necessary steps to address this issue.        "
397,FAKE,"Security Guard ng ABS-CBN Nagbigti sa Loob ng Mismo ng Opisina Ilang Oras Matapos Ipasara ng NTC (ABS-CBN’s security guard hanged herself inside the office hours after NTC ordered network’s shutdown),         "
398,FAKE,Ex beauty queen burn’t alive for stealing make up kits and hair in calabar (Vi0deo and pictures attached).         
399,FAKE,if the police wants to be armed during raid..i will allow the suspects to carry a gun and use it para po patas ang laban (for a fair fight).         
400,FAKE,"Dr. Augusto D. Litonjua is not endorsing any specific product or supplement,         "
401,FAKE,"117 people will receive financial favor before 11am tomorrow morning,         "
402,FAKE,CELINE DION DIES IN AMERICAN HOSPITAL AFTER LONG SICKNESS.         
403,FAKE,"A guide to claiming PHP 6,000 monthly pension for senior citizens. Starting at AGE 60. Gift from DU30!         "
404,FAKE,"Our learners in DepEd do not exactly need quality education, they only need basic education. Most of them will go in [sic] abroad and become Domestic Helpers, Nurses or Construction workers. Besides, DepEd does not have the budget to provide the same quality education as being provided by private schools.         "
405,FAKE,H’wag nating paniwalaan agad ang mga kwento nila. Pwedeng sinisiraan lang ang mga Chinese. Pwedeng nagha-hallucinate lang ‘tong mga ito. Ingat kayo sa mga sinasabi ninyo kasi pwedeng kasuhan ang mga mangingisdang ito.         
406,FAKE,Ang pagpakita ni Jesus ay isang babala na malapit na maisakatuparan ang paghukom sa mundo. (Jesus [Christ’s] appearance is a warning that judgment day is near).         
407,FAKE,"Siyam na Minutong Sampung Milyon ni LeniRobredo (LeniRobredo’s nine-minute ten million),         "
408,FAKE,"P10,000.00 PARA SAYO! (for you) | RAFFY TULFO IN ACTION,         "
409,FAKE,Karapat dapat lang patawan ng karagdagan bayad ng mga Overseas Filipino Workers (OFW) ang PHILHEALTH tutal Dollars naman yung kinikita nila (Overseas Filipino Workers [OFWs] deserve the increase in contributions because they earn in dollars).         
410,FAKE,"Huwag bumoto na may bahid na kurapsyon, sinungaling nagmamanipula ng batas, tamad, malabo at hindi makatotohanang plano sa bansa (Don’t vote for someone with a trace of corruption, a liar, manipulates laws, is lazy, unclear and has unrealistic plans for the country). Tama! May nanalo na, No to Leniii… kay BBM tayo (Correct! Someone already won, no to Leni… we’re with BBM)!        "
411,FAKE,Caravan ni Ma’am Leni Dinumog (Ma’am Leni’s caravan was mobbed). obviously done to put (them) in a bad light.        
412,FAKE,KRIS AQUINO NAG COLLAPSE SA LAMAY NI JOVIT BALDIVINO! PUMANAW NA (KRIS AQUINO COLLAPSED DURING JOVIT BALDIVINO’S WAKE! [SHE] HAS PASSED AWAY)! ACTUAL FULL VIDEO NAKUHA SA LAMAY (TAKEN FROM THE WAKE)! Thank (sic) For Watching. KRIS AQUINO DINALAW SI JOVIT BALDIVINO SA LAMAY! PERO NAG COLLAPSE DIN! PAALAM SA INYO! 2022 KRIS AQUINO SINUNDO NI JOVIT BALDIVINO! KATOTOHANAN SA NANGYARI (KRIS AQUINO VISITED JOVIT BALDIVINO’S WAKE! BUT ALSO COLLAPSED! GOODBYE TO THE BOTH OF YOU! 2022 KRIS AQUINO FETCHED BY JOVIT BALDIVINO! THE TRUTH ABOUT WHAT HAPPENED).        
413,FAKE,MaMa LEni Nyo Nagkakalat na ng FAKENEWS. Ito ba ang gusto nyo Leader mukhang DESPERADA na ah? #thevoice (Leni’s spreading fake news. Is this the leader you want? She looks desperate.)         
414,FAKE,"Opo! Dinaya namin si Bongbong! Kina-usap ako ni Mar at hinimok akong tumakbo bilang VP niya. ‘Ang sabi ko, Hindi ako mananalo. Hindi ako masyadong kilala.’ Ang sabi naman niya, ‘kami ang bahala. Nasa atin ang makinarya.’ I won’t win. I’m not well-known. We’ll take care of it. We have the machinery.       "
415,FAKE,"Same as before, all fake. All other pages with ads are fake, may pose health risks to consumers.        "
416,FAKE,"As a dermatologist doctor, I really want Fillipino (sic) women to have healthy, youthful skin and always loved by husband. Korea’s leading cosmetic experts have researched the product Sammi Egg Essence Mask that can help smooth, firm and even skin tone, can be used for both pregnant women and people with extreme skin sensitive period.         "
417,FAKE,"Silipin: Boracay makalipas ng ilang linggong rehibilitasyon (Look: Boracay a few weeks after rehabilitation),         "
418,FAKE,Mawawala na ang diabetes para sa siempre. Gawin ito bago matulog (Diabetes will go away. Do this before sleeping).         
419,FAKE,"To our all knowing detractors, if you are a depositor of LandBank or the DBP and do not trust the feasibility of having our own investment fund (MIF), then just withdraw your money and deposit it in another bank. If you are a member contributor of GSIS and SSS, then just stop contributing and withdrawing [sic] all your contributions, The black ops continue! Another fake quote card circulating [on] social media using [SMNI News], unauthorized use of its logo for malicious intent and misrepresentation.       "
420,FAKE,Thousands of unused Robredo’s slippers found in Abandoned NPA Camp.         
421,FAKE,Exclusive schools for LGBTQ in every cities (sic). off topic: isinusulong ni Gretchen Diez ang pagkakaroon ng Eksklusibong paaralan para sa mga LBGTQ sa bawat Lungsod! pabor ka ba o hindi (Off topic: Gretchen Diez is pushing for exclusive schools for LGBTQ in every city. Are you for or against it)?        
422,FAKE,"Masakit at di kumportable ang may almoranas. HEMOCARE lang ang mairerekomenda dyan wala ng iba. Maaaring mauwi sa colon cancer pag di naagapan kaya dapat agad yang solusyunan. (Hemorrhoids are painful and uncomfortable. I only recommend using Hemocare and nothing else. It may lead to colon cancer, so it needs immediate treatment.)         "
423,FAKE,"After the first shot, she had a fever of 38 degrees, but the next day it went down to just over 37, and that was it. After the second shot, her temperature went up a little, but then came down again. She feels well, and the titres are high.         "
424,FAKE,"Although the tragic incident at Halloween in Korea was an expensive lesson, Philippines people STILL DID NOT learn from the experience. Too many people fainted because of jostling, hustling at the biggest mall in Manila.         "
425,FAKE,"PANOORIN! HINALUNGKAT AT PINAKITA SA PUBLIKO MGA NAKATAGONG YAMAN NI TRILLANES (Watch! Trillanes’ hidden wealth, dug up and exposed to the public),         "
426,FAKE,So what if I spent my 125 million pesos confidential funds in 19 days or 11 days as what the COA said? I can spend it in an hour or in a minute if I want to. That money is intended for my office and I can spend it the way I want it to be spent. By its nature it’s CONFIDENTIAL FUNDS and you have no business scrutinizing what is confidential.         
427,FAKE,I know…Bongbong will win. Respect him. Love him. Matinong tao si Bongbong (Bongbong is a sensible person).         
428,FAKE,"DSWD 4PS UPDATES: AYUDÄ PARA SA MÄHIHIRAP NA PILIPINO. MAG PALISTA NA DITO. Kapag naka palista na kayo mag hintay Ng text mula sa DSWD upang iclaim ang P7000 nyo. Basta poor at Hindi mayaman kasama dito. Tatanggap ang DSWD Ng application Hanggang December 31, 2023 lang (CASH ASSISTANCE FOR POOR FILIPINOS. REGISTER HERE. Once you are registered, wait for a text from the DSWD to claim your P7,000. Poor and not rich individuals are included here. The DSWD will only accept applications until December 31, 2023). GOOD NEWS ₱7000 AYUDÄ BAWAT PAMILYA FROM SEN. RAFFY TULFO. PAANO MAKAKUHA? MAGPALISTA NA ONLINE PALISTA KA DITO. MAG HANDA LAMANG NG ISANG VALID ID. SALAMAT (P7000 CASH ASSISTANCE FOR EVERY FAMILY FROM SEN. RAFFY TULFO. HOW TO GET IT? REGISTER ONLINE HERE. JUST PREPARE ONE VALID ID. THANK YOU).        "
429,FAKE,"It’s ironic that my cousins – Bongbong and Imee are very fond of using the word ‘unity,’ when they themselves can not unite our family. Unity only applies to them when you bow down to their wishes and caprices. I can not by principle endorse Bongbong as a President nor his son Sandro as Congressman for the 1st District of Ilocos Norte. They are both fraudsters, who do not possess intellectual nor leadership skills. They do not know hard work, that’s why they never achieved anything in their lives.         "
430,FAKE,"University of the Philippines (UP) student Ayoko sumabak sa gera. Baka ipadala pa ako sa Ukraine (I don’t want to go to war. I might be deployed to Ukraine). Ayon sa Iskolar ng U.P, ang mandatory ROTC ay para sumabak sa gyera. Ganyan ang kanilang pagkaintindi sa ROTC (According to a UP scholar, the mandatory ROTC means going to war. That is how they understand the ROTC).       "
431,FAKE,"The DOE is NOT proposing, nor endorsing any specific brand or commercial product for public consumption. We encourage the public to refer to reputable sources of news and seek scientific-based information for energy-saving products and services,         "
432,FAKE,"Ninoy is not a hero… Ever since he became a politician, he did nothing but talk… talk and talk… and talk… and talk.         "
433,FAKE,"four hours of sleep is enough for [her]. I am a certified insomniac. Four (4) hours of sleep is enough for me. Most of the time, I work, work and work, alam yan ng mga tiga-Ilocos Norte (people from Ilocos Norte know that).        "
434,FAKE,"all the vitamins, macro-and microelements essential to fight type 2 diabetes.         "
435,FAKE,"Walang kaugnayan at walang kinalaman ang DSWD sa mga kumakalat na Facebook post na may caption at may kalakip na litrato gumagamit ng logo ng kagawaran nang walang pahintulot,         "
436,FAKE,"Dahil pabaya ang gobyerno kahit kalapit nating bansa hindi na nagpadala ng relief goods hindi tulad noon sagana ang tulong na natatangap natin (Because the government is negligent, even neighboring countries are not sending relief goods unlike before when we received a lot of help).         "
437,FAKE,"for another purpose which is unauthorized under the law, intentional acquisition, use, misuse, transfer, possession, alteration or deletion        "
438,FAKE,"Ngayong Araw tatanggap na po Ang opisina ni Sen. Robin Padilla Ng mga MABIBIGYAN NG Tulong PINANSYAL 3,000 pesos Mag palista na Dito (Today, the office of Sen. Robin Padilla will receive (applications from those who will be given) P3,000 of financial aid, sign up here),         "
439,FAKE,President Duterte is one of the best politicians I have ever met. Filipinos are very lucky to have him as their leader.         
440,FAKE,"There is a possibility that the said website is being used for phishing, Do not click suspicious links to avoid future potential threats. Do not register to this website because your data may be compromised,        "
441,FAKE,will not be a loss         
442,FAKE,"Ipasok si Dick (Let Dick in), Marcos pa rin (Still Marcos) Marcos kami (We’re for Marcos)       "
443,FAKE,Only Panay Island can relate.         
444,FAKE,After all they are considered heroes of the land . they are risking their lives for country.         
445,FAKE,Jollibee 44th Anniversary Lucky Draw.         
446,FAKE,whole family of idiots who supports dynasties of murderers.         
447,FAKE,"Full recap of our chase during Hurricane Matthew from Melbourne, FL and Jacksonville Beach, FL on October 6-7, 2016. Includes footage of very strong wind, storm surge, and blowing debris.         "
448,FAKE,wishes a long life to those spreading fake news.         
449,FAKE,wants to back (sic) to Senate in 2022 he wants some critical and significant laws that need (sic) to be passed.        
450,FAKE,PRES. BONGBONG MARCOS IS UNGAS (stupid) PRES. BONGBONG MARCOS IN UNGA        
451,FAKE,"WALA NG (SIC) DEBATE PARA SA MGA KANDIDATO NG UNITEAM MAGMULA PRESIDENTE HANGGANG KONSEHAL (No debate for the candidates of UniTeam from the president to councilor). Due to traumas experienced by two of our candidates during yesterday’s SENATORIAL DEBATE brought about by a hot-tempered and mud-slinging candidate from the left, our team, the UNITEAM, will no longer participate in any organized debate. All national candidates as well as local candidates of UNITEAM shall no longer participate in any debate starting today.        "
452,FAKE,"Marcos’ votes decreased by 20M after nine minutes,         "
453,FAKE,"For the most part, penis enlargements products and techniques don’t work. Some can even cause harm,         "
454,FAKE,Pag my (sic) nag ikot ng vaccine galing brgy o city health wag kayo magp inject ah delikado 5 ang patay dito s tarlac now lng knina lng 9am sila nainject un mga tao n nag inject hnd n makita! Plss (sic) pass this para malaman ng iba..         
455,FAKE,"Bagong Pintura ang Selda #5 (Cell #5 is newly painted),         "
456,FAKE,"Correct si fm eh bobo mga nagboto sa kanila ([Marcos] was correct, those who voted for them are fools).         "
457,FAKE,"Petron Corporation 90th Anniversary Government Subsidy. We enjoin the public to be vigilant against online scammers. We are not conducting any surveys or awarding cash prizes,        "
